hash,release,message,timestamp,author,change_type
d5998daa3d90947509a09c6278c4c3ddf6bd3ef5, (tag: 18.2.10),build: update io_bazel_rules_sass digest to c677123 (#58338),2024-10-23 23:11:03+00:00,Angular Robot,build
486c5a9d7e71db9a777e31f2a8df02e2d2466b48, (tag: 18.2.10),Update queries.md (#58330),2024-10-23 16:45:45+00:00,Gourav102,update
28516fd8528f277647353105d3cdcd1de2ab29c8, (tag: 18.2.10),refactor(core): prevent annotating in hydrate never blocks (#58328),2024-10-23 13:41:56+00:00,Jessica Janiuk,refactor
c79b62ced2b16710876e7696b8794edc26683343, (tag: 18.2.10),refactor(core): remove the standalone feature (#58288),2024-10-22 05:39:48+00:00,Matthieu Riegler,refactor
c095679f927ad67fec6c18cb140ea550ae02639e, (tag: 18.2.10),fix(core): avoid breaking change with apps using rxjs 6.x (#58341),2024-10-24 06:33:04+00:00,Kristiyan Kostadinov,fix
aadcfda224586626dcbf7ca806be322138e6d565, (tag: 18.2.10),refactor(language-service): support standalone by default (#58238),2024-10-17 14:43:09+00:00,Matthieu Riegler,refactor
d9ac59c88fc4b395c2053b7b7284ceacb055f595, (tag: 18.2.10),refactor(compiler): update compliance tests. (#58238),2024-10-17 04:55:55+00:00,Matthieu Riegler,refactor
61a732d71eba07e9d6fb0300f114bd8f657cda34, (tag: 18.2.10),refactor(core): Don't generate `standalone: true` for definitions (#58238),2024-10-17 04:55:20+00:00,Matthieu Riegler,refactor
a36b54d63e2643a76c6756f80747418062365113, (tag: 18.2.10),docs(router): document segment consumption during route evaluation (#58069),2024-10-03 20:41:37+00:00,N├⌐stor Sabater,docs
f418b49547b771f58b571860d66cce8505724fae, (tag: 19.0.0-next.11),release: cut the v19.0.0-next.11 release,2024-10-23 20:16:41+00:00,Andrew Kushnir,release
2d8ae84426299b00eef6ebc5fc56fb2aa60f104c, (tag: 19.0.0-next.11),docs: release notes for the v18.2.9 release,2024-10-23 20:13:27+00:00,Andrew Kushnir,docs
fae3c837e27ff8f3d04caf74b3fe16e993691898, (tag: 18.2.9),release: cut the v18.2.9 release,2024-10-23 20:08:23+00:00,Andrew Kushnir,release
65de20c415fe12701110ff9e9296335d48a3f314, (tag: 18.2.9),refactor(docs-infra): rename Bazel flag `--prerender_adev` to `--full_build_adev` (#58320),2024-10-23 09:17:38+00:00,Alan Agius,refactor
204f125873228598a529f536038af7d2b1a57a03, (tag: 18.2.9),refactor(docs-infra): adopt new SSR APIs (#58320),2024-10-23 09:01:56+00:00,Alan Agius,refactor
cf70d626cdedfd978d058b973420d8f31980555d, (tag: 18.2.9),feat(migrations): print output migration stats in ng generate (#58321),2024-10-23 10:24:57+00:00,Pawel Kozlowski,feat
bb286f65e7a38c21ae61807b9a7811908a9030ed, (tag: 18.2.9),feat(migrations): capture output migration stats (#58321),2024-10-23 10:17:47+00:00,Pawel Kozlowski,feat
42607bf0f28a2421a0d41809485c09dca26ea599, (tag: 18.2.9),fix(migrations): add outputs migration to combined shorthand (#58318),2024-10-23 07:06:14+00:00,Kristiyan Kostadinov,fix
5fde27b8a4e241ca2abdee195fc81121f50fbf8a, (tag: 18.2.9),refactor(core): fix deprecation version for APP_INITIALIZER and PLATFORM_INITIALIZER (#58322),2024-10-23 10:31:43+00:00,Pawel Fras,refactor
47270d551bf23d2c91417b4266398fad964945e4, (tag: 18.2.9),ci: clean up pullapprove list (#58325),2024-10-23 13:43:34+00:00,Jessica Janiuk,ci
24c6373820231faf9d012a2e4d7ea945d3e8513b, (tag: 18.2.9),feat(common): add optional rounded transform support in cloudinary image loader (#55364),2024-04-16 15:24:40+00:00,Devashish Sarmah,feat
1f4533807ebd4a130c5d174531179c4640dade47, (tag: 18.2.9),"Revert ""fix(forms): fix FormRecord type inference (#50750)"" (#58315)",2024-10-22 20:41:03+00:00,Andrew Kushnir,revert
79d9be3e6309daafb86106cf78220bc027c61c41, (tag: 18.2.9),"Revert ""feat(forms): add ability to clear a FormRecord (#50750)"" (#58315)",2024-10-22 20:40:54+00:00,Andrew Kushnir,revert
a5b0394313beda397b0c58a2897dc27678eefb57, (tag: 18.2.9),"Revert ""test(forms): add unit test (#50750)"" (#58315)",2024-10-22 20:40:42+00:00,Andrew Kushnir,revert
8ebbae88ca48b8aa78cd85deedbed19d44b8227e, (tag: 18.2.9),feat(core): Add rxjs operator prevent app stability until an event (#56533),2024-06-18 15:54:15+00:00,Andrew Scott,feat
888657a12eca19d3a575ca25214ae6608bb9883a, (tag: 18.2.9),"Revert ""refactor(migrations): support parallel tsurge metadata merging (#58280)"" (#58313)",2024-10-22 19:01:57+00:00,Andrew Kushnir,revert
1215927e5bd29fc2c5971ffb0107063b04ffeada, (tag: 18.2.9),"Revert ""refactor(migrations): update migrations to combine analysis data in parallel (#58280)"" (#58313)",2024-10-22 19:01:41+00:00,Andrew Kushnir,revert
9aa686896daf27b8e1a587155e0e617ed24fa935, (tag: 18.2.9),"Revert ""test: support parallel tsurge unit combining in batch test infra (#58280)"" (#58313)",2024-10-22 19:01:21+00:00,Andrew Kushnir,revert
2fb88a56dddc12582fce60292277bed8aa3ca7f0, (tag: 18.2.9),ci: temporarily disable adev tests (#58309),2024-10-22 17:17:19+00:00,Jessica Janiuk,ci
3b2f6792baa875afb4c9722627784b833802eb6f, (tag: 18.2.9),refactor(core): annotate incremental hydration as dev preview (#58308),2024-10-22 16:56:34+00:00,Jessica Janiuk,refactor
ec386e7f1216e0047392e75ab686b310b073eb42, (tag: 18.2.9),feat(core): introduce debugName optional arg to framework signal functions (#57073),2024-07-22 00:04:52+00:00,AleksanderBodurri,feat
713a14faddfdde1c3cb6067805f57c1588504234, (tag: 18.2.9),build: update actions/cache digest to 6849a64 (#58305),2024-10-22 15:11:46+00:00,Angular Robot,build
08e6ccb7583613555fce54e2c36c3a58f6c366e4, (tag: 18.2.9),refactor(core): incremental hydration cleanup (#58290),2024-10-21 19:35:14+00:00,Jessica Janiuk,refactor
308acb95c380a821a11344157cee9709bb410ae7, (tag: 18.2.9),refactor(core): removing error related dead code. (#58272),2024-10-19 01:25:19+00:00,Matthieu Riegler,refactor
0ea9b8892bf68f8cf3af6ca243760e571e8c5a69, (tag: 18.2.9),test(router): adding test for getLoadedRoutes (#58199),2024-10-22 00:25:31+00:00,Sumit Arora,test
f305b6bdf691fd6ebe70e7182eb9dd1f39eb450f, (tag: 18.2.9),refactor(migrations): updating @angular/core to latest version. (#58199),2024-10-18 18:29:13+00:00,Sumit Arora,refactor
0674965b5912457979115843ecbbba7141a2532f, (tag: 18.2.9),refactor(router): publishing getLoadedRoutes using the global utils function (#58199),2024-10-14 23:44:20+00:00,Sumit Arora,refactor
19edf2c057f7587bc16812685d31a556521ad414, (tag: 18.2.9),feat(core): add syntactic sugar for initializers (#53152),2024-04-18 08:49:32+00:00,Younes Jaaidi,feat
69fc5ae9229b872a9ad70eb920087af2a378fead, (tag: 18.2.9),feat(core): Add incremental hydration public api (#58249),2024-10-17 18:16:44+00:00,Jessica Janiuk,feat
8ddce80a0bab4ebbd0f7db1c85ee27e4f0249db9, (tag: 18.2.9),feat(service-worker): allow specifying maxAge for entire application (#49601),2024-10-10 00:41:01+00:00,Henry Zhang,feat
925de814901787b4641cfb9efb16e9bd8c824d69, (tag: 18.2.9),refactor(core): remove `ComponentFactoryResolver` related dead code (#58274),2024-10-19 02:40:10+00:00,Matthieu Riegler,refactor
7e933d848673a188087dc540758a2d18f3d39c4c, (tag: 18.2.9),docs(docs-infra): fix CLI commands (#58294),2024-10-22 04:46:26+00:00,Matthieu Riegler,docs
35954455e2eeda54efaead02b1fdda2381f99898, (tag: 18.2.9),build(migrations): skip source map generation (#58299),2024-10-22 12:44:09+00:00,Alan Agius,build
2bfc64daf1cad9be8099759e8de7a361555ad5d1, (tag: 18.2.9),feat(migrations): expose output as function migration (#58299),2024-10-22 10:13:38+00:00,Pawel Kozlowski,feat
ab25a192ba664863ad68d224b9b2df78da22769a, (tag: 18.2.9),feat(core): allow running output migration on a subset of paths (#58299),2024-10-22 10:12:17+00:00,Pawel Kozlowski,feat
8b5e5f76a429ec810d4c1606b5faa630cc558344, (tag: 18.2.9),test: update `protractor` builder usage to `private-protractor` (#58254),2024-10-17 22:45:32+00:00,Doug Parker,test
e4a5989700f11694dfdced99841402ea52d5ff46, (tag: 18.2.9),build: update Angular CLI dependencies to `19.0.0-next.12` (#58254),2024-10-21 22:28:27+00:00,Doug Parker,build
b0c4c1fd2bcd56baa881dde489f095dbc126af0d, (tag: 18.2.9),test(forms): add unit test (#50750),2024-09-30 09:04:04+00:00,Emmanuel Roux,test
3e7d724037cca4d256b1442eda20d6c6ad91d279, (tag: 18.2.9),feat(forms): add ability to clear a FormRecord (#50750),2023-06-17 16:45:11+00:00,Emmanuel Roux,feat
18b6f3339f46b37ee67fce2fa8a900cc73b2f23c, (tag: 18.2.9),fix(forms): fix FormRecord type inference (#50750),2023-06-17 18:24:58+00:00,emmanuelroux,fix
9762b24b5e8d7ab3ed2321959492a77b01d8ae57, (tag: 18.2.9),feat(core): experimental impl of `rxResource()` (#58255),2024-10-12 15:42:45+00:00,Alex Rickabaugh,feat
18d8d44b1f3d56a4eda68f2cafded7529e08d0f1, (tag: 18.2.9),feat(core): experimental `resource()` API for async dependencies (#58255),2024-10-12 15:41:29+00:00,Alex Rickabaugh,feat
cd59e5da2be15a04eee518f645e4be473b1f3b14, (tag: 18.2.9),refactor(core): avoid removing pending tasks twice (#58255),2024-10-17 23:42:28+00:00,Alex Rickabaugh,refactor
95449302e95b800985e5ad03a2313ddd58de7081, (tag: 18.2.9),refactor(core): add incremental hydration infrastructure (#58193),2024-10-14 16:15:03+00:00,Jessica Janiuk,refactor
2e3e9b137af2090411ff80a05d26f3107f72d377, (tag: 18.2.9),refactor(platform-server): replace patch by CLI option. (#58256),2024-10-18 04:03:52+00:00,Matthieu Riegler,refactor
59ce1531d021a638ddd1887ff82e5e0781098f41, (tag: 18.2.9),refactor(core): wrap `AFTER_RENDER_PHASE_EFFECT_NODE` in an IIFE for Tree-shaking (#58283),2024-10-21 13:14:00+00:00,Alan Agius,refactor
00e20013512f75327e5644ad5ac7829fc0e866d4, (tag: 18.2.9),fix(migrations): migrate more .next output usages (#58282),2024-10-15 09:31:28+00:00,Pawel Kozlowski,fix
518627438cb937d5540d8009d1191986c2d857f4, (tag: 18.2.9),build: expose signal-migrations to output-migrations (#58282),2024-10-21 12:06:00+00:00,Pawel Kozlowski,build
45c24e4aaf8882584cb8847d21a607fea727d489, (tag: 18.2.9),build: update io_bazel_rules_sass digest to 6e23fb1 (#58270),2024-10-19 00:12:53+00:00,Angular Robot,build
ac6e977663e6378daff6425dd2650ec0821b0d91, (tag: 18.2.9),docs: fix typo in tutorial - change style.css to styles.css to correct style sheet file name (#58269) PR Close #58269,2024-10-18 23:31:47+00:00,Todd Palmer,docs
8c3ed8d172ff50f6dc4a5a1b4d9a4da6156bd847, (tag: 18.2.9),refactor(migrations): removee `standalone:true` (#58234),2024-10-16 22:53:33+00:00,Matthieu Riegler,refactor
7c74f43901e769d2236ce492facb75308825d860, (tag: 18.2.9),refactor(migrations): improve query migration type detection (#58265),2024-10-18 16:25:07+00:00,Paul Gschwendtner,refactor
b63c2edd76de0d81307074faf8a32ce954b6d66d, (tag: 18.2.9),docs: update default asset paths (#58246),2024-10-17 13:35:32+00:00,Daniel Kimmich,docs
c1432f939bcee96e27ebd75e2e7fd29da48ac0c5, (tag: 18.2.9),refactor(language-service): improve name of input full class refactoring action (#58263),2024-10-18 13:30:49+00:00,Paul Gschwendtner,refactor
6342befff8ee491f37e8912cccb0099bbbf01042, (tag: 18.2.9),feat(language-service): support migrating full classes to signal queries (#58263),2024-10-18 13:28:15+00:00,Paul Gschwendtner,feat
15ca29fed4792d44cc0ce054b8b2a5b36a7f3b80, (tag: 18.2.9),docs: add queries and input migration to angular.dev migration overview (#58260),2024-10-18 11:51:08+00:00,Paul Gschwendtner,docs
78b08cf0d12f427ab8cb5da1d4c9e964a0af7c35, (tag: 18.2.9),docs: move signal queries migration readme into adev (#58260),2024-10-18 10:41:02+00:00,Paul Gschwendtner,docs
ffa621bcd03e595d986c65e1234962a05d52776c, (tag: 18.2.9),docs: move signal input migration readme into adev (#58260),2024-10-18 10:36:03+00:00,Paul Gschwendtner,docs
c89855437f1e9907d2cc793aa467be903c2aa7f9, (tag: 18.2.9),docs(migrations): add missing options to queries migration documentation (#58260),2024-10-18 10:22:52+00:00,Paul Gschwendtner,docs
dff4de0f75741bc629462bb8da833b876c754453, (tag: 18.2.9),feat(migrations): add a combined migration for all signals APIs (#58259),2024-10-18 08:39:59+00:00,Kristiyan Kostadinov,feat
d1cfbb1f92feeaa8fa360c236228b295925d3dbd, (tag: 18.2.9),docs: removed typos of withHttpTransferCacheOptions description (#58244),2024-10-17 11:41:12+00:00,TupiC,docs
b169eb11dbe94010aa9548908ae95dfbb3072d09, (tag: 18.2.9),build: update io_bazel_rules_sass digest to 43a9cda (#58253),2024-10-17 21:11:22+00:00,Angular Robot,build
b0ab653965cf88fcfde23fc6a6cc78ce3121a30f, (tag: 18.2.9),fix(compiler-cli): report when NgModule imports or exports itself (#58231),2024-10-16 19:42:15+00:00,Kristiyan Kostadinov,fix
98c9ac8f92074e5366524174c21b5f0e40f09557, (tag: 18.2.9),docs(docs-infra): fix playground terminal/console (#58257),2024-10-18 01:57:48+00:00,wlotherington,docs
8311f00faaf282d1a5b1ddca29247a2fba94a692, (tag: 18.2.9),feat(core): introduce the reactive linkedSignal (#58189),2024-10-16 15:32:28+00:00,Pawel Kozlowski,feat
e603e5616d2c3830a641d4cf76c891af0059798c, (tag: 18.2.9),test(core): fix flaky hydration test (#58252),2024-10-17 20:20:31+00:00,Jessica Janiuk,test
dd407a7132cf87e3635c564da365a31b0ab4b70f, (tag: 18.2.9),refactor(core): expose producerMarkClean utility (#58228),2024-10-16 15:30:02+00:00,Pawel Kozlowski,refactor
141f3107e13c1ff226435718664d1052c6dea692, (tag: 18.2.9),refactor(core):  standalone by default for JIT compiled directives (#58236),2024-10-16 23:27:20+00:00,Matthieu Riegler,refactor
94bc69aa03d7d380431630f10b795599f8d35985, (tag: 18.2.9),refactor(migrations): do not migrate inputs or queries when declared with `@HostBinding` (#58243),2024-10-17 10:08:53+00:00,Paul Gschwendtner,refactor
37b921dcde096a442dda997a5577f440edfdfb99, (tag: 18.2.9),refactor(core): test EventEmitter completion on destroy with outputToObservable (#58239),2024-10-17 06:09:14+00:00,cexbrayat,refactor
4b9accdf166f3990b3706de83ada15937fe786e2, (tag: 18.2.9),feat(http): promote `withRequestsMadeViaParent` to stable. (#58221),2024-10-16 13:13:48+00:00,Matthieu Riegler,feat
d330f94e48509316f371b189eba37070e3849970, (tag: 18.2.9),build: update io_bazel_rules_sass digest to 9fa2d50 (#58235),2024-10-17 04:11:23+00:00,Angular Robot,build
13c13067bc3ed50cb80b0a86e62655448adb3051, (tag: 18.2.9),feat(common): disable keyvalue sorting using null compareFn (#57487),2024-08-22 15:33:46+00:00,Sebastian Barfurth,feat
e60d016f463ff01c6ef3aa8ba28cab6a93224c2c, (tag: 18.2.9),docs(docs-infra): change mermaid diagram colors (#58223),2024-10-16 13:21:35+00:00,wlotherington,docs
b05c266f7b588c0f67f48e685dbc641fd10f5109, (tag: 19.0.0-next.10),release: cut the v19.0.0-next.10 release,2024-10-16 16:12:16+00:00,Paul Gschwendtner,release
532bd11f41019e8ae20e51a62191729fa3c14342, (tag: 19.0.0-next.10),docs(language-service): fix link URLs (#58143),2024-10-10 08:38:55+00:00,Dzhavat Ushev,docs
3f1e7ab6ae984149004c449c04301b434ea64d2a, (tag: 19.0.0-next.10),feat(core): promote `outputFromObservable` & `outputToObservable` to stable. (#58214),2024-10-16 01:22:51+00:00,Matthieu Riegler,feat
61ba23017f37536298d8503ed010a395632285ad, (tag: 19.0.0-next.10),refactor(migrations): clean up logic that marks decorator as standalone (#58216),2024-10-16 07:52:57+00:00,Kristiyan Kostadinov,refactor
597103761319619ba7096deddf1bcc4a89ddd3ee, (tag: 19.0.0-next.10),test(compiler): update failing tests (#58217),2024-10-16 08:32:49+00:00,Kristiyan Kostadinov,test
e5a6165b54b1cef7774d5c670debc025f888141f, (tag: 19.0.0-next.10),test(compiler-cli): fix broken test (#58217),2024-10-16 08:13:13+00:00,Kristiyan Kostadinov,test
a3cb530d846bf4d15802b9f42b6dee5c9a3a08ee, (tag: 19.0.0-next.10),fix(compiler): handle typeof expressions in serializer (#58217),2024-10-16 08:01:34+00:00,Kristiyan Kostadinov,fix
608a1511cae6a3ffefe54faed0a316e33ccfbe39, (tag: 19.0.0-next.10),refactor(compiler-cli): Don't extract abstract overload multiple times (#57707),2024-09-07 01:04:59+00:00,Matthieu Riegler,refactor
0c9d721ac157662b2602cf0278ba4b79325f6882, (tag: 19.0.0-next.10),feat(compiler): add support for the `typeof` keyword in template expressions. (#58183),2024-10-13 17:23:33+00:00,Matthieu Riegler,feat
231e6ff6ca0dae0289a03615bcaed29455c2d4b8, (tag: 19.0.0-next.10),feat(compiler-cli): generate the HMR replacement module (#58205),2024-10-15 14:23:36+00:00,Kristiyan Kostadinov,feat
ca651d18d6b6a05d8ca4e099d48c2b5aac816cd2, (tag: 19.0.0-next.10),refactor(compiler): generate HMR update function (#58205),2024-10-15 11:57:46+00:00,Kristiyan Kostadinov,refactor
3930b08be256fe097323ffca47683b077e02690a, (tag: 19.0.0-next.10),refactor(compiler-cli): allow namespace import identifiers to be rewritten (#58205),2024-10-15 05:32:14+00:00,Kristiyan Kostadinov,refactor
1524069b361d7bf51c262fa08a7881400c2405f1, (tag: 19.0.0-next.10),refactor(compiler): output AST visitor not visiting implicit arrow function returns (#58205),2024-10-15 05:30:54+00:00,Kristiyan Kostadinov,refactor
1212f354a7c11bab98a1c75a28e80eca3f587bf6, (tag: 19.0.0-next.10),refactor(core): account for new replaceMetadata signature (#58205),2024-10-15 05:30:32+00:00,Kristiyan Kostadinov,refactor
4288ea861464cbf11f15aa44a9f15c5f3edbaa08, (tag: 19.0.0-next.10),docs: update Angular CLI help [main] (#58210),2024-10-15 16:48:41+00:00,Angular Robot,docs
6d33ab5afe7bd97fa1a7a8d7c48ad6b9d8426873, (tag: 19.0.0-next.10),refactor(compiler): remove `preservePlaceholders` (#58176),2024-10-12 01:51:55+00:00,Doug Parker,refactor
6c126d5c5dc329980b8d4ae4392ee3460ac01ecd, (tag: 19.0.0-next.10),refactor(compiler): trim insignificant whitespace in expressions when `preserveSignificantWhitespace === false`. (#58176),2024-10-12 00:56:05+00:00,Doug Parker,refactor
474163cd1dba16d8686b00fe577fc32ab0314b4d, (tag: 19.0.0-next.10),refactor(compiler): add expression serializer (#58176),2024-10-12 00:54:38+00:00,Doug Parker,refactor
7f0b49d8c4c03943f1ceda3a661494edd03bf273, (tag: 19.0.0-next.10),refactor(core): update effect error handling (#57952),2024-09-24 23:35:11+00:00,Alex Rickabaugh,refactor
d760cbe71b28abeefdbde74a81ac942fcb3eb870, (tag: 19.0.0-next.10),refactor(core): Update interfaces for handling defer completion (#58206),2024-10-15 14:37:08+00:00,Jessica Janiuk,refactor
